DAY,HOUR,PUN INDEX GME,AUST,BRNN,CNOR,COAC,CORS,CSUD,FOGN,FRAN,GREC,MFTV,NORD,PRGP,ROSN,SARD,SICI,SLOV,SUD,SVIZ
20090109,17,94.95,92.7,87.5,92.7,109.5,92.7,92.7,87.5,92.7,87.5,92.7,92.7,131.3,87.5,109.5,131.3,92.7,87.5,92.7
20090109,18,101.84,99.78,92.68,99.78,120,99.78,99.78,92.68,99.78,92.68,99.78,99.78,132.66,92.68,120,132.66,99.78,92.68,99.78
20090109,19,104.74,103,92.68,103,119.8,103,103,92.68,103,92.68,103,103,135,92.68,119.8,135,103,92.68,103
20090109,20,92.12,88.6,88.6,88.6,99.8,88.6,88.6,88.6,88.6,88.6,88.6,88.6,135,88.6,99.8,135,88.6,88.6,88.6
20090109,21,88.22,84.5,84.5,84.5,94.8,84.5,84.5,84.5,84.5,84.5,84.5,84.5,132.66,84.5,94.8,132.66,84.5,84.5,84.5
20090109,22,83.73,79.88,79.88,79.88,84.47,79.88,79.88,79.88,79.88,79.88,79.88,79.88,132.66,79.88,84.47,132.66,79.88,79.88,79.88
20090109,23,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85
20090109,24,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090110,1,69.82,70,70,70,70,70,70,70,70,70,70,70,67.1,70,70,67.1,70,70,70
20090110,2,66.42,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,65.25,66.5,66.5,65.25,66.5,66.5,66.5
20090110,3,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65,65.02,65.02,65,65.02,65.02,65.02
20090110,4,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
20090110,5,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2
20090110,6,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77
20090110,7,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34
20090110,8,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45
20090110,9,81.35,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,100.9,80.03,80.03,100.9,80.03,80.03,80.03
20090110,10,86.67,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,110.99,85.03,85.03,110.99,85.03,85.03,85.03
20090110,11,87.32,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,121.9,85.02,85.02,121.9,85.02,85.02,85.02
20090110,12,87.29,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02,121.95,85.02,85.02,121.95,85.02,85.02,85.02
20090110,13,82.72,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,121.9,80.03,80.03,121.9,80.03,80.03,80.03
20090110,14,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35
20090110,15,79.03,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,87.26,78.45,78.45,87.26,78.45,78.45,78.45
20090110,16,79.42,78.25,78.25,78.25,78.25,78.25,78.25,78.25,78.25,78.25,78.25,78.25,95.9,78.25,78.25,95.9,78.25,78.25,78.25
20090110,17,83.69,80,80,80,80,80,80,80,80,80,80,80,134.45,80,80,134.45,80,80,80
20090110,18,88.94,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,136.45,85.3,85.3,136.45,85.3,85.3,85.3
20090110,19,91.45,88,88,88,88,88,88,88,88,88,88,88,136.45,88,88,136.45,88,88,88
20090110,20,90.94,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,134.45,87.55,87.55,134.45,87.55,87.55,87.55
20090110,21,85.54,82,82,82,82,82,82,82,82,82,82,82,130,82,82,130,82,82,82
20090110,22,82.12,80,80,80,80,80,80,80,80,80,80,80,108.99,80,80,108.99,80,80,80
20090110,23,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
20090110,24,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090111,1,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98
20090111,2,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
20090111,3,63.08,63.63,63.63,63.63,51.5,51.5,63.63,63.63,63.63,63.63,63.63,63.63,63.63,63.63,51.5,63.63,63.63,63.63,63.63
20090111,4,50.69,52,52,52,23.53,23.53,52,52,52,52,52,52,52,52,23.53,52,52,52,52
20090111,5,48.78,50,50,50,23.51,23.51,50,50,50,50,50,50,50,50,23.51,50,50,50,50
20090111,6,49.59,50,50,50,41.14,41.14,50,50,50,50,50,50,50,50,41.14,50,50,50,50
20090111,7,49.84,50,50,50,46.54,46.54,50,50,50,50,50,50,50,50,46.54,50,50,50,50
20090111,8,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
20090111,9,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02
20090111,10,81.42,76.02,76.02,76.02,76.02,76.02,76.02,76.02,76.02,76.02,76.02,76.02,150,76.02,76.02,150,76.02,76.02,76.02
20090111,11,85.85,81.47,81.47,81.47,81.47,81.47,81.47,81.47,81.47,81.47,81.47,81.47,141.45,81.47,81.47,141.45,81.47,81.47,81.47
20090111,12,89.38,84.18,84.18,84.18,84.18,84.18,84.18,84.18,84.18,84.18,84.18,84.18,156.45,84.18,84.18,156.45,84.18,84.18,84.18
20090111,13,89.71,85,85,85,85,85,85,85,85,85,85,85,150,85,85,150,85,85,85
20090111,14,82.51,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,141.45,77.98,77.98,141.45,77.98,77.98,77.98
20090111,15,80.29,76.55,76.55,76.55,76.55,76.55,76.55,76.55,76.55,76.55,76.55,76.55,130,76.55,76.55,130,76.55,76.55,76.55
20090111,16,77.1,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,73.08,130,73.08,73.08,130,73.08,73.08,73.08
20090111,17,77.74,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,141.45,72.88,72.88,141.45,72.88,72.88,72.88
20090111,18,90.26,84.99,85,85,85,85,85,85,84.99,85,84.99,84.99,157,85,85,157,84.99,85,84.99
20090111,19,126.09,89,166.01,166.01,166.01,166.01,166.01,166.01,89,166.01,89,89,166.01,166.01,166.01,166.01,89,166.01,89
20090111,20,117.27,89.67,145.01,145.01,145.01,145.01,145.01,145.01,89.67,145.01,89.67,89.67,156.45,145.01,145.01,156.45,89.67,145.01,89.67
20090111,21,109.09,87.54,130.01,125.1,125.1,125.1,130.01,130.01,87.54,130.01,87.54,87.54,150,130.01,125.1,150,87.54,130.01,87.54
20090111,22,94.69,87.55,93.4,93.4,93.4,93.4,93.4,93.4,87.55,93.4,87.55,87.55,150,93.4,93.4,150,87.55,93.4,87.55
20090111,23,86.82,86.61,86.61,86.61,86.61,86.61,86.61,86.61,86.61,86.61,86.61,86.61,89.45,86.61,86.61,89.45,86.61,86.61,86.61
20090111,24,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
20090112,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
20090112,2,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
20090112,3,48.79,50,50,50,23.51,23.51,50,50,50,50,50,50,50,50,23.51,50,50,50,50
20090112,4,45.1,46.15,46.15,46.15,23,23,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,23,46.15,46.15,46.15,46.15
20090112,5,44.74,45.75,45.75,45.75,23,23,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,23,45.75,45.75,45.75,45.75
20090112,6,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
20090112,7,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01
20090112,8,97.46,97,97,97,97,97,97,97,97,97,97,97,105,97,97,105,97,97,97
20090112,9,97.2,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,152.24,93.99,93.99,152.24,93.99,93.99,93.99
20090112,10,102.45,99.8,93.18,99.8,99.8,99.8,99.8,93.18,99.8,93.18,99.8,99.8,156.87,93.18,99.8,156.87,99.8,93.18,99.8
20090112,11,101.93,99.26,93.18,99.26,99.26,99.26,99.26,93.18,99.26,93.18,99.26,99.26,156.87,93.18,99.26,156.87,99.26,93.18,99.26
20090112,12,101.84,99.32,92.68,99.32,99.32,99.32,99.32,92.68,99.32,92.68,99.32,99.32,155.68,92.68,99.32,155.68,99.32,92.68,99.32
20090112,13,92.14,89,89,89,77.9,89,89,89,89,89,89,89,152.24,89,77.9,152.24,89,89,89
20090112,14,88.07,87.37,87.37,87.37,76.6,87.37,87.37,87.37,87.37,87.37,87.37,87.37,107.06,87.37,76.6,107.06,87.37,87.37,87.37
20090112,15,91.68,88.73,88.73,88.73,80.04,88.73,88.73,88.73,88.73,88.73,88.73,88.73,150,88.73,80.04,150,88.73,88.73,88.73
20090112,16,92.77,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,151.24,89.5,89.5,151.24,89.5,89.5,89.5
20090112,17,102.02,99.4,93.4,99.4,99.4,99.4,99.4,93.4,99.4,93.4,99.4,99.4,156,93.4,99.4,156,99.4,93.4,99.4
20090112,18,115.04,109.45,109.45,109.45,109.45,109.45,109.45,109.45,109.45,109.45,109.45,109.45,205.15,109.45,109.45,205.15,109.45,109.45,109.45
20090112,19,126.04,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,242.05,118.25,118.25,242.05,118.25,118.25,118.25
20090112,20,107.14,97.14,97.14,97.14,109.2,97.14,97.14,97.14,97.14,97.14,97.14,97.14,242.05,97.14,109.2,242.05,97.14,97.14,97.14
20090112,21,100.05,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,242.05,89.67,89.67,242.05,89.67,89.67,89.67
20090112,22,89.15,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,205.15,80.6,80.6,205.15,80.6,80.6,80.6
20090112,23,79.41,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,104.57,77.55,77.55,104.57,77.55,77.55,77.55
20090112,24,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18,71.18
20090113,1,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14,63.14
20090113,2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2
20090113,3,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
20090113,4,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34
20090113,5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5
20090113,6,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
20090113,7,73.01,75,75,75,23,75,75,75,75,75,75,75,75,75,23,75,75,75,75
20090113,8,90.83,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,110,89.67,89.67,110,89.67,89.67,89.67
20090113,9,96.95,94.1,87,94.1,92.5,94.1,94.1,87,94.1,87,94.1,94.1,156,87,92.5,156,94.1,87,94.1
20090113,10,103.14,101.11,87,101.11,101.11,101.11,101.11,87,101.11,87,101.11,101.11,157.01,87,101.11,157.01,101.11,87,101.11
20090113,11,103.96,102.3,84.68,102.3,102.3,102.3,102.3,84.68,102.3,84.68,102.3,102.3,157.02,84.68,102.3,157.02,102.3,84.68,102.3
20090113,12,102.84,101.11,84.18,101.11,101.11,101.11,101.11,84.18,101.11,84.18,101.11,101.11,157.01,84.18,101.11,157.01,101.11,84.18,101.11
20090113,13,91.44,88.4,83.68,88.4,88.4,88.4,88.4,83.68,88.4,83.68,88.4,88.4,150,83.68,88.4,150,88.4,83.68,88.4
20090113,14,90.31,88,74,88,88,88,88,74,88,74,88,88,150,74,88,150,88,74,88
20090113,15,94.93,93.22,74,93.22,92.22,93.22,93.22,74,93.22,74,93.22,93.22,151.58,74,92.22,151.58,93.22,74,93.22
20090113,16,96.56,94.83,74,94.83,93.33,94.83,94.83,74,94.83,74,94.83,94.83,156,74,93.33,156,94.83,74,94.83
20090113,17,102.11,100,87,100,100,100,100,87,100,87,100,100,157.01,87,100,157.01,100,87,100
20090113,18,106.5,103,93.18,103,103,103,103,93.18,103,93.18,103,103,176.55,93.18,103,176.55,103,93.18,103
20090113,19,114.54,109.95,93.18,109.95,120,109.95,109.95,93.18,109.95,93.18,109.95,109.95,199.99,93.18,120,199.99,109.95,93.18,109.95
20090113,20,103.24,92.69,92.68,92.69,111.1,92.69,92.69,92.68,92.69,92.68,92.69,92.69,242.05,92.68,111.1,242.05,92.69,92.68,92.69
20090113,21,95.92,88,88,88,95.3,88,88,88,88,88,88,88,199.99,88,95.3,199.99,88,88,88
20090113,22,91.42,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,175,85.26,85.26,175,85.26,85.26,85.26
20090113,23,79.45,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,105,77.55,77.55,105,77.55,77.55,77.55
20090113,24,73.46,73,73,73,73,73,73,73,73,73,73,73,79.9,73,73,79.9,73,73,73
20090114,1,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53
20090114,2,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44
20090114,3,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
20090114,4,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24
20090114,5,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
20090114,6,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
20090114,7,77.1,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,79.2,76.97,76.97,79.2,76.97,76.97,76.97
20090114,8,91.47,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,130,89.1,89.1,130,89.1,89.1,89.1
20090114,9,96.46,92.8,92.8,92.8,92.5,92.8,92.8,92.8,92.8,92.8,92.8,92.8,158.55,92.8,92.5,158.55,92.8,92.8,92.8
20090114,10,105.51,100.11,99.01,100.11,100.11,100.11,100.11,99.01,100.11,99.01,100.11,100.11,199.99,99.01,100.11,199.99,100.11,99.01,100.11
20090114,11,108.17,101.11,93.68,101.11,101.11,101.11,101.11,93.68,101.11,93.68,101.11,101.11,242.05,93.68,101.11,242.05,101.11,93.68,101.11
20090114,12,107.55,100.11,98.21,100.11,100.11,100.11,100.11,98.21,100.11,98.21,100.11,100.11,242.05,98.21,100.11,242.05,100.11,98.21,100.11
20090114,13,101.31,95.8,90.35,95.8,95.8,95.8,95.8,90.35,95.8,90.35,95.8,95.8,199.99,90.35,95.8,199.99,95.8,90.35,95.8
20090114,14,97.29,94.07,90.35,94.07,94.07,94.07,94.07,90.35,94.07,90.35,94.07,94.07,157.01,90.35,94.07,157.01,94.07,90.35,94.07
20090114,15,99.74,97,90.32,97,95.82,97,97,90.32,97,90.32,97,97,157.01,90.32,95.82,157.01,97,90.32,97
20090114,16,99.92,97,92.13,97,96.93,97,97,92.13,97,92.13,97,97,157.55,92.13,96.93,157.55,97,92.13,97
20090114,17,104.93,97,96.8,97,97,97,97,96.8,97,96.8,97,97,242.05,96.8,97,242.05,97,96.8,97
20090114,18,110.02,101,101,101,118.5,101,101,101,101,101,101,101,242.1,101,118.5,242.1,101,101,101
20090114,19,115.78,106.75,106.75,106.75,120,106.75,106.75,106.75,106.75,106.75,106.75,106.75,242.1,106.75,120,242.1,106.75,106.75,106.75
20090114,20,111.35,97.38,97.38,97.38,109,97.38,97.38,97.38,97.38,97.38,97.38,97.38,300,97.38,109,300,97.38,97.38,97.38
20090114,21,99.84,89,89,89,96.8,89,89,89,89,89,89,89,242.05,89,96.8,242.05,89,89,89
20090114,22,99.01,88.2,88.2,88.2,90.34,88.2,88.2,88.2,88.2,88.2,88.2,88.2,242.05,88.2,90.34,242.05,88.2,88.2,88.2
20090114,23,86.3,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,85.26,100.15,85.26,85.26,100.15,85.26,85.26,85.26
20090114,24,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98,77.98
20090115,1,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
20090115,2,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27
20090115,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
20090115,4,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51,43.51
20090115,5,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57,42.57
20090115,6,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55
20090115,7,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27,72.27
20090115,8,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3
20090115,9,108.72,107.4,92.68,107.4,107.4,107.4,107.4,92.68,107.4,92.68,107.4,107.4,150,92.68,107.4,150,107.4,92.68,107.4
20090115,10,111.36,110,92.68,110,110,110,110,92.68,110,92.68,110,110,157.01,92.68,110,157.01,110,92.68,110
20090115,11,114.07,111,85.7,111,111,111,111,85.7,111,85.7,111,111,199.99,85.7,111,199.99,111,85.7,111
20090115,12,107.08,105.1,92.68,105.1,105.1,105.1,105.1,92.68,105.1,92.68,105.1,105.1,157.55,92.68,105.1,157.55,105.1,92.68,105.1
20090115,13,98.43,95,92.68,95,95,95,95,92.68,95,92.68,95,95,157,92.68,95,157,95,92.68,95
20090115,14,96.1,92.87,92.87,92.87,92.87,92.87,92.87,92.87,92.87,92.87,92.87,92.87,150,92.87,92.87,150,92.87,92.87,92.87
20090115,15,97.79,94.85,93.18,94.85,94.85,94.85,94.85,93.18,94.85,93.18,94.85,94.85,150,93.18,94.85,150,94.85,93.18,94.85
20090115,16,99.49,96.33,93.4,96.33,96.33,96.33,96.33,93.4,96.33,93.4,96.33,96.33,157,93.4,96.33,157,96.33,93.4,96.33
20090115,17,102.9,100.12,92.68,100.12,100.12,100.12,100.12,92.68,100.12,92.68,100.12,100.12,158.55,92.68,100.12,158.55,100.12,92.68,100.12
20090115,18,103.67,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,157.55,100.19,100.19,157.55,100.19,100.19,100.19
20090115,19,115.78,110.1,105.15,110.1,120,110.1,110.1,105.15,110.1,105.15,110.1,110.1,200,105.15,120,200,110.1,105.15,110.1
20090115,20,107.32,100.31,100.31,100.31,109,100.31,100.31,100.31,100.31,100.31,100.31,100.31,200,100.31,109,200,100.31,100.31,100.31
20090115,21,103.92,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,199.99,96.8,96.8,199.99,96.8,96.8,96.8
20090115,22,95.49,90.89,90.89,90.89,91.84,90.89,90.89,90.89,90.89,90.89,90.89,90.89,156.55,90.89,91.84,156.55,90.89,90.89,90.89
20090115,23,87.43,86.55,86.55,86.55,86.55,86.55,86.55,86.55,86.55,86.55,86.55,86.55,99.15,86.55,86.55,99.15,86.55,86.55,86.55
20090115,24,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
20090116,1,65.37,65.4,65.4,65.4,65.4,65.4,65.4,65.4,65.4,65.4,65.4,65.4,65,65.4,65.4,65,65.4,65.4,65.4
20090116,2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
20090116,3,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64,45.64
20090116,4,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93
20090116,5,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
20090116,6,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
20090116,7,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
20090116,8,89.99,89,86,89,89,89,89,86,89,86,89,89,110,86,89,110,89,86,89
20090116,9,96.36,93.32,86,93.32,93.32,93.32,93.32,86,93.32,86,93.32,93.32,157,86,93.32,157,93.32,86,93.32
20090116,10,105.75,101.25,86,101.25,105.13,101.25,101.25,86,101.25,86,101.25,101.25,199.99,86,105.13,199.99,101.25,86,101.25
20090116,11,102.3,100.17,83.68,100.17,106.12,100.17,100.17,83.68,100.17,83.68,100.17,100.17,157.55,83.68,106.12,157.55,100.17,83.68,100.17
20090116,12,101.96,100,84.68,100,100,100,100,84.68,100,84.68,100,100,157,84.68,100,157,100,84.68,100
20090116,13,91.99,88.4,84.18,88.4,88.4,88.4,88.4,84.18,88.4,84.18,88.4,88.4,157,84.18,88.4,157,88.4,84.18,88.4
20090116,14,86.71,86.54,78.5,86.54,86.54,86.54,86.54,78.5,86.54,78.5,86.54,86.54,100.15,78.5,86.54,100.15,86.54,78.5,86.54
20090116,15,91.84,89.64,74,89.64,89.64,89.64,89.64,74,89.64,74,89.64,89.64,150,74,89.64,150,89.64,74,89.64
20090116,16,92.26,90,74,90,90,90,90,74,90,74,90,90,151.58,74,90,151.58,90,74,90
20090116,17,94.2,90.97,84.18,90.97,90.97,90.97,90.97,84.18,90.97,84.18,90.97,90.97,157.01,84.18,90.97,157.01,90.97,84.18,90.97
20090116,18,96.18,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,158.55,92.15,92.15,158.55,92.15,92.15,92.15
20090116,19,109.2,99.28,99.28,99.28,120,99.28,99.28,99.28,99.28,99.28,99.28,99.28,242.1,99.28,120,242.1,99.28,99.28,99.28
20090116,20,101.78,90.96,90.96,90.96,109,90.96,90.96,90.96,90.96,90.96,90.96,90.96,242.1,90.96,109,242.1,90.96,90.96,90.96
20090116,21,99.62,88.6,88.6,88.6,98.9,88.6,88.6,88.6,88.6,88.6,88.6,88.6,242.05,88.6,98.9,242.05,88.6,88.6,88.6
20090116,22,93.54,85.26,85.26,85.26,91.84,85.26,85.26,85.26,85.26,85.26,85.26,85.26,199.99,85.26,91.84,199.99,85.26,85.26,85.26
20090116,23,89.07,86,86,86,86,86,86,86,86,86,86,86,130,86,86,130,86,86,86
20090116,24,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16,78.16
20090117,1,79.63,82.15,65,82.15,82.15,82.15,82.15,65,82.15,65,82.15,82.15,65,65,82.15,65,82.15,65,82.15
20090117,2,70.8,72.53,60.5,72.53,72.53,72.53,72.53,60.5,72.53,60.5,72.53,72.53,60.5,60.5,72.53,60.5,72.53,60.5,72.53
20090117,3,68.54,71.53,51,71.53,71.53,71.53,71.53,51,71.53,51,71.53,71.53,50,51,71.53,50,71.53,51,71.53
20090117,4,68.88,72.03,50,72.03,72.03,72.03,72.03,50,72.03,50,72.03,72.03,50,50,72.03,50,72.03,50,72.03
20090117,5,65.69,70,40,70,70,70,70,40,70,40,70,70,40,40,70,40,70,40,70
20090117,6,64.52,67,50,67,67,67,67,50,67,50,67,67,50,50,67,50,67,50,67
20090117,7,82.83,87,58.81,87,87,87,87,58.81,87,58.81,87,87,58.81,58.81,87,58.81,87,58.81,87
20090117,8,96.2,99.99,74,99.99,99.99,99.99,99.99,74,99.99,74,99.99,99.99,74,74,99.99,74,99.99,74,99.99
20090117,9,94.57,96.04,86,96.04,96.04,96.04,96.04,86,96.04,86,96.04,96.04,86,86,96.04,86,96.04,86,96.04
20090117,10,100,100.5,86,100.5,100.5,100.5,100.5,86,100.5,86,100.5,100.5,110.85,86,100.5,110.85,100.5,86,100.5
20090117,11,99.44,100.5,86,100.5,100.5,100.5,100.5,86,100.5,86,100.5,100.5,101.85,86,100.5,101.85,100.5,86,100.5
20090117,12,98,100,86,100,100,100,100,86,100,86,100,100,86,86,100,86,100,86,100
20090117,13,87.7,88,86,88,88,88,88,86,88,86,88,88,86,86,88,86,88,86,88
20090117,14,83.17,83.98,78.55,83.98,83.98,83.98,83.98,78.55,83.98,78.55,83.98,83.98,78.55,78.55,83.98,78.55,83.98,78.55,83.98
20090117,15,81.14,81.77,77.55,81.77,81.77,81.77,81.77,77.55,81.77,77.55,81.77,81.77,77.55,77.55,81.77,77.55,81.77,77.55,81.77
20090117,16,81.53,82,78.55,82,82,82,82,78.55,82,78.55,82,82,79.2,78.55,82,79.2,82,78.55,82
20090117,17,82.01,82,82,82,82,82,82,82,82,82,82,82,82.15,82,82,82.15,82,82,82
20090117,18,93.87,89,89,89,89,89,89,89,89,89,89,89,157,89,89,157,89,89,89
20090117,19,110.29,100,100,100,100,100,100,100,100,100,100,100,242.05,100,100,242.05,100,100,100
20090117,20,110.42,100,100,100,100,100,100,100,100,100,100,100,242.05,100,100,242.05,100,100,100
20090117,21,97.81,97,93.68,97,97,97,97,93.68,97,93.68,97,97,111.85,93.68,97,111.85,97,93.68,97
20090117,22,90.71,89,89,89,89,89,89,89,89,89,89,89,111.85,89,89,111.85,89,89,89
